EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-361-89,1994-10-12,1994-10-18,583.42,1994-10-13,1,207.4,1994-10-13,692.18,7,2,6,Severe Flood
INDOFLOODS-gauge-361-90,1994-10-20,1994-10-21,582.44,1994-10-20,1,68.5,1994-10-20,134.98,2,1,2,Flood
INDOFLOODS-gauge-361-91,1994-10-26,1994-10-31,583.19,1994-10-28,1,172.2,1994-10-28,656.05,6,3,4,Severe Flood
INDOFLOODS-gauge-361-92,1994-11-07,1994-11-07,582.38,1994-11-07,1,65.54,1994-11-07,65.54,1,1,1,Flood
INDOFLOODS-gauge-361-93,1995-07-28,1995-07-31,582.58,1995-07-28,1,83.0,1995-07-28,271.0,4,1,4,Severe Flood
INDOFLOODS-gauge-361-94,1995-08-23,1995-08-23,582.45,1995-08-23,1,66.85,1995-08-23,66.85,1,1,1,Flood
INDOFLOODS-gauge-361-95,1995-09-22,1995-09-24,582.89,1995-09-22,1,104.9,1995-09-22,242.49,3,1,3,Severe Flood
INDOFLOODS-gauge-361-96,1995-10-01,1995-10-06,583.16,1995-10-02,1,151.0,1995-10-02,670.73,6,2,5,Severe Flood
INDOFLOODS-gauge-361-97,1996-08-19,1996-08-19,582.63,1996-08-19,1,84.21,1996-08-19,84.21,1,1,1,Severe Flood
INDOFLOODS-gauge-361-98,1996-08-22,1996-08-26,583.9,1996-08-24,1,413.7,1996-08-24,838.62,5,3,3,Severe Flood
INDOFLOODS-gauge-361-99,1996-09-03,1996-09-15,584.28,1996-09-06,1,553.4,1996-09-06,2024.26,13,4,10,Severe Flood
INDOFLOODS-gauge-361-100,1996-09-22,1996-10-04,584.44,1996-09-26,1,691.5,1996-09-26,2541.4,13,5,9,Severe Flood
INDOFLOODS-gauge-361-101,1996-10-11,1996-10-23,585.07,1996-10-19,1,929.1,1996-10-19,3959.11,13,9,5,Severe Flood
INDOFLOODS-gauge-361-102,1996-12-10,1996-12-12,582.43,1996-12-10,2,61.38,1996-12-10,178.27,3,1,3,Flood
INDOFLOODS-gauge-361-103,1997-09-14,1997-09-20,583.79,1997-09-17,1,348.7,1997-09-17,1381.29,7,4,4,Severe Flood
INDOFLOODS-gauge-361-104,1997-10-02,1997-10-05,583.74,1997-10-03,1,335.1,1997-10-03,795.3,4,2,3,Severe Flood
INDOFLOODS-gauge-361-105,1997-10-10,1997-10-10,582.36,1997-10-10,1,77.08,1997-10-10,77.08,1,1,1,Flood
INDOFLOODS-gauge-361-106,1997-10-25,1997-10-27,582.95,1997-10-25,2,203.3,1997-10-25,468.0,3,1,3,Severe Flood
INDOFLOODS-gauge-361-107,1997-10-31,1997-11-05,582.95,1997-11-01,1,181.9,1997-11-01,674.43,6,2,5,Severe Flood
INDOFLOODS-gauge-361-108,1997-11-12,1997-11-12,582.47,1997-11-12,1,90.71,1997-11-12,90.71,1,1,1,Flood
INDOFLOODS-gauge-361-109,1997-11-26,1997-11-29,583.96,1997-11-28,1,398.0,1997-11-28,1162.0,4,3,2,Severe Flood
INDOFLOODS-gauge-361-110,1997-12-10,1997-12-11,582.93,1997-12-10,1,189.0,1997-12-10,270.0,2,1,2,Severe Flood
INDOFLOODS-gauge-361-111,1998-07-19,1998-07-20,583.2,1998-07-19,1,240.0,1998-07-19,441.2,2,1,2,Severe Flood
INDOFLOODS-gauge-361-112,1998-08-17,1998-08-23,583.18,1998-08-19,1,240.0,1998-08-20,1157.1,7,3,5,Severe Flood
INDOFLOODS-gauge-361-113,1998-08-25,1998-08-26,582.86,1998-08-25,1,176.2,1998-08-25,288.4,2,1,2,Severe Flood
INDOFLOODS-gauge-361-114,1998-09-04,1998-09-05,582.3,1998-09-04,1,88.91,1998-09-04,172.9,2,1,2,Flood
INDOFLOODS-gauge-361-115,1998-09-24,1998-10-01,584.56,1998-09-25,1,525.0,1998-09-25,1966.1,8,2,7,Severe Flood
INDOFLOODS-gauge-361-116,1998-10-04,1998-10-07,582.88,1998-10-04,1,180.0,1998-10-04,568.4,4,1,4,Severe Flood
INDOFLOODS-gauge-361-117,1998-10-10,1998-10-16,583.16,1998-10-12,1,208.8,1998-10-12,869.84,7,3,5,Severe Flood
INDOFLOODS-gauge-361-118,1998-10-26,1998-10-26,583.01,1998-10-26,1,202.5,1998-10-26,202.5,1,1,1,Severe Flood
INDOFLOODS-gauge-361-119,1998-11-02,1998-11-04,583.15,1998-11-02,1,205.0,1998-11-02,401.4,3,1,3,Severe Flood
INDOFLOODS-gauge-361-120,1998-11-08,1998-11-11,582.77,1998-11-10,1,172.8,1998-11-10,575.5,4,3,2,Severe Flood
INDOFLOODS-gauge-361-121,1999-10-01,1999-10-05,583.3,1999-10-03,1,234.0,1999-10-03,752.49,5,3,3,Severe Flood
INDOFLOODS-gauge-361-122,1999-10-14,1999-10-14,582.86,1999-10-14,1,170.0,1999-10-14,170.0,1,1,1,Severe Flood
INDOFLOODS-gauge-361-123,1999-10-16,1999-10-18,583.04,1999-10-16,1,208.7,1999-10-16,503.7,3,1,3,Severe Flood
INDOFLOODS-gauge-361-124,1999-10-24,1999-10-31,585.28,1999-10-26,1,548.2,1999-10-26,2207.3,8,3,6,Severe Flood
INDOFLOODS-gauge-361-125,1999-11-21,1999-11-25,584.14,1999-11-23,1,367.0,1999-11-23,883.56,5,3,3,Severe Flood
INDOFLOODS-gauge-361-126,2000-08-04,2000-08-07,583.28,2000-08-04,1,228.29,2000-08-04,691.38,4,1,4,Severe Flood
INDOFLOODS-gauge-361-127,2000-09-15,2000-09-24,584.15,2000-09-19,1,356.5,2000-09-19,1693.43,10,5,6,Severe Flood
INDOFLOODS-gauge-361-128,2000-09-30,2000-11-01,585.66,2000-10-09,1,558.8,2000-10-09,8721.3,33,10,24,Severe Flood
INDOFLOODS-gauge-361-129,2001-09-19,2001-09-19,583.09,2001-09-19,1,187.21,2001-09-19,187.21,1,1,1,Severe Flood
INDOFLOODS-gauge-361-130,2001-09-26,2001-09-27,582.7,2001-09-26,1,146.13,2001-09-26,263.97,2,1,2,Severe Flood
INDOFLOODS-gauge-361-131,2001-09-29,2001-09-29,582.46,2001-09-29,1,112.04,2001-09-29,112.04,1,1,1,Flood
INDOFLOODS-gauge-361-132,2001-10-02,2001-10-02,582.34,2001-10-02,1,103.8,2001-10-02,103.8,1,1,1,Flood
INDOFLOODS-gauge-361-133,2001-10-13,2001-10-18,583.3,2001-10-15,1,227.98,2001-10-15,963.71,6,3,4,Severe Flood
INDOFLOODS-gauge-361-134,2001-10-26,2001-10-28,584.6,2001-10-26,1,432.6,2001-10-26,724.83,3,1,3,Severe Flood
INDOFLOODS-gauge-361-135,2001-11-07,2001-11-09,582.92,2001-11-09,1,168.13,2001-11-09,464.38,3,3,1,Severe Flood
INDOFLOODS-gauge-361-136,2002-10-11,2002-10-11,582.63,2002-10-11,1,139.0,2002-10-11,139.0,1,1,1,Severe Flood
INDOFLOODS-gauge-361-137,2002-10-31,2002-10-31,582.51,2002-10-31,1,112.08,2002-10-31,112.08,1,1,1,Severe Flood
INDOFLOODS-gauge-361-138,2003-10-02,2003-10-02,582.31,2003-10-02,1,118.3,2003-10-02,118.3,1,1,1,Flood
INDOFLOODS-gauge-361-139,2003-10-21,2003-10-22,582.8,2003-10-21,1,173.4,2003-10-21,340.72,2,1,2,Severe Flood
INDOFLOODS-gauge-361-140,2004-07-12,2004-07-12,582.88,2004-07-12,1,170.67,2004-07-12,170.67,1,1,1,Severe Flood
INDOFLOODS-gauge-361-141,2004-09-05,2004-09-05,582.31,2004-09-05,1,94.18,2004-09-05,94.18,1,1,1,Flood
INDOFLOODS-gauge-361-142,2004-09-07,2004-09-08,582.98,2004-09-07,1,170.94,2004-09-08,341.54,2,1,2,Severe Flood
INDOFLOODS-gauge-361-143,2004-09-16,2004-09-17,583.52,2004-09-16,1,217.01,2004-09-16,374.72,2,1,2,Severe Flood
INDOFLOODS-gauge-361-144,2004-10-03,2004-10-04,583.02,2004-10-04,1,161.18,2004-10-04,300.68,2,2,1,Severe Flood
INDOFLOODS-gauge-361-145,2004-10-15,2004-10-18,583.76,2004-10-16,1,277.5,2004-10-16,760.41,4,2,3,Severe Flood
INDOFLOODS-gauge-361-146,2005-08-24,2005-09-05,583.62,2005-08-25,1,224.6,2005-08-25,2318.93,13,2,12,Severe Flood
INDOFLOODS-gauge-361-147,2005-10-14,2005-10-29,585.15,2005-10-24,1,492.1,2005-10-24,3963.27,16,11,6,Severe Flood
INDOFLOODS-gauge-361-148,2005-11-03,2005-11-05,583.55,2005-11-04,1,260.4,2005-11-04,696.12,3,2,2,Severe Flood
INDOFLOODS-gauge-361-149,2006-10-10,2006-10-10,582.74,2006-10-10,1,161.7,2006-10-10,161.7,1,1,1,Severe Flood
INDOFLOODS-gauge-361-150,2006-11-04,2006-11-05,582.5,2006-11-05,1,127.7,2006-11-05,226.36,2,2,1,Severe Flood
INDOFLOODS-gauge-361-151,2006-11-07,2006-11-08,583.08,2006-11-07,1,247.55,2006-11-07,406.25,2,1,2,Severe Flood
INDOFLOODS-gauge-361-152,2007-08-25,2007-08-27,582.99,2007-08-25,1,206.11,2007-08-25,525.21,3,1,3,Severe Flood
INDOFLOODS-gauge-361-153,2007-09-11,2007-09-11,582.5,2007-09-11,1,97.17,2007-09-11,97.17,1,1,1,Severe Flood
INDOFLOODS-gauge-361-154,2007-09-16,2007-09-19,583.02,2007-09-18,1,121.87,2007-09-18,391.13,4,3,2,Severe Flood
INDOFLOODS-gauge-361-155,2007-10-20,2007-10-26,583.34,2007-10-21,1,167.5,2007-10-21,837.2,7,2,6,Severe Flood
INDOFLOODS-gauge-361-156,2007-10-28,2007-10-29,582.64,2007-10-29,1,108.0,2007-10-29,213.6,2,2,1,Severe Flood
INDOFLOODS-gauge-361-157,2007-11-05,2007-11-08,582.63,2007-11-07,1,102.06,2007-11-07,362.2,4,3,2,Severe Flood
INDOFLOODS-gauge-361-158,2008-03-16,2008-03-18,582.82,2008-03-16,1,36.58,2008-03-16,89.4,3,1,3,Severe Flood
INDOFLOODS-gauge-361-159,2008-06-06,2008-06-06,582.39,2008-06-06,1,82.01,2008-06-06,82.01,1,1,1,Flood
INDOFLOODS-gauge-361-160,2008-08-28,2008-08-31,583.74,2008-08-31,1,277.0,2008-08-31,843.98,4,4,1,Severe Flood
INDOFLOODS-gauge-361-161,2008-09-04,2008-09-05,583.36,2008-09-05,1,210.6,2008-09-05,396.2,2,2,1,Severe Flood
INDOFLOODS-gauge-361-162,2008-09-08,2008-09-10,583.07,2008-09-09,1,178.75,2008-09-09,412.73,3,2,2,Severe Flood
INDOFLOODS-gauge-361-163,2008-10-16,2008-10-20,582.73,2008-10-18,1,94.54,2008-10-18,422.74,5,3,3,Severe Flood
INDOFLOODS-gauge-361-164,2008-10-23,2008-10-29,583.45,2008-10-25,1,224.74,2008-10-25,967.69,7,3,5,Severe Flood
INDOFLOODS-gauge-361-165,2008-11-30,2008-11-30,582.28,2008-11-30,1,75.17,2008-11-30,75.17,1,1,1,Flood
INDOFLOODS-gauge-361-166,2008-12-02,2008-12-02,582.29,2008-12-02,1,73.2,2008-12-02,73.2,1,1,1,Flood
INDOFLOODS-gauge-361-167,2008-12-11,2008-12-11,582.38,2008-12-11,1,77.38,2008-12-11,77.38,1,1,1,Flood
INDOFLOODS-gauge-361-168,2009-08-19,2009-08-19,582.92,2009-08-19,1,227.5,2009-08-19,227.5,1,1,1,Severe Flood
INDOFLOODS-gauge-361-169,2009-09-13,2009-09-15,583.7,2009-09-15,1,439.6,2009-09-15,959.3,3,3,1,Severe Flood
INDOFLOODS-gauge-361-170,2009-09-17,2009-09-28,585.08,2009-09-20,1,946.2,2009-09-20,5041.03,12,4,9,Severe Flood
INDOFLOODS-gauge-361-171,2009-10-14,2009-10-16,582.87,2009-10-14,1,215.9,2009-10-14,582.27,3,1,3,Severe Flood
INDOFLOODS-gauge-361-172,2010-06-04,2010-06-05,582.75,2010-06-04,1,110.56,2010-06-04,172.5,2,1,2,Severe Flood
INDOFLOODS-gauge-361-173,2010-06-08,2010-06-08,582.3,2010-06-08,1,70.84,2010-06-08,70.84,1,1,1,Flood
INDOFLOODS-gauge-361-174,2010-07-13,2010-07-14,582.4,2010-07-13,1,95.19,2010-07-13,182.47,2,1,2,Flood
INDOFLOODS-gauge-361-175,2010-08-25,2010-08-25,582.39,2010-08-25,1,81.94,2010-08-25,81.94,1,1,1,Flood
INDOFLOODS-gauge-361-176,2010-08-29,2010-08-29,582.53,2010-08-29,1,107.7,2010-08-29,107.7,1,1,1,Severe Flood
INDOFLOODS-gauge-361-177,2010-09-14,2010-09-15,582.49,2010-09-14,1,96.19,2010-09-14,176.53,2,1,2,Flood
INDOFLOODS-gauge-361-178,2010-09-24,2010-09-27,583.01,2010-09-25,1,150.69,2010-09-25,414.06,4,2,3,Severe Flood
INDOFLOODS-gauge-361-179,2010-10-04,2010-10-08,583.0,2010-10-05,1,187.66,2010-10-05,676.11,5,2,4,Severe Flood
INDOFLOODS-gauge-361-180,2010-10-10,2010-10-10,582.38,2010-10-10,1,88.47,2010-10-10,88.47,1,1,1,Flood
INDOFLOODS-gauge-361-181,2010-11-03,2010-11-13,583.55,2010-11-08,1,299.99,2010-11-08,2153.17,11,6,6,Severe Flood
INDOFLOODS-gauge-361-182,2010-11-15,2010-11-15,582.54,2010-11-15,1,123.08,2010-11-15,123.08,1,1,1,Severe Flood
INDOFLOODS-gauge-361-183,2010-11-17,2010-11-21,582.91,2010-11-17,1,166.0,2010-11-17,631.52,5,1,5,Severe Flood
INDOFLOODS-gauge-361-184,2011-04-23,2011-04-24,582.99,2011-04-23,1,184.42,2011-04-23,362.32,2,1,2,Severe Flood
INDOFLOODS-gauge-361-185,2011-05-26,2011-05-26,582.36,2011-05-26,1,98.55,2011-05-26,98.55,1,1,1,Flood
INDOFLOODS-gauge-361-186,2011-08-19,2011-08-19,582.55,2011-08-19,1,113.59,2011-08-19,113.59,1,1,1,Severe Flood
INDOFLOODS-gauge-361-187,2011-10-02,2011-10-03,582.35,2011-10-02,1,93.29,2011-10-03,183.54,2,1,2,Flood
INDOFLOODS-gauge-361-188,2011-10-11,2011-10-11,582.46,2011-10-11,1,100.72,2011-10-11,100.72,1,1,1,Flood
INDOFLOODS-gauge-361-189,2011-10-14,2011-10-17,583.09,2011-10-14,1,191.7,2011-10-14,516.81,4,1,4,Severe Flood
INDOFLOODS-gauge-361-190,2011-10-27,2011-10-27,582.51,2011-10-27,1,108.7,2011-10-27,108.7,1,1,1,Severe Flood
INDOFLOODS-gauge-361-191,2011-11-03,2011-11-07,583.41,2011-11-04,1,243.3,2011-11-04,647.0,5,2,4,Severe Flood
INDOFLOODS-gauge-361-192,2011-11-30,2011-11-30,582.56,2011-11-30,1,114.7,2011-11-30,114.7,1,1,1,Severe Flood
INDOFLOODS-gauge-361-193,2012-10-17,2012-10-17,582.46,2012-10-17,1,107.6,2012-10-17,107.6,1,1,1,Flood
INDOFLOODS-gauge-361-194,2012-11-02,2012-11-03,582.82,2012-11-02,1,158.3,2012-11-02,241.66,2,1,2,Severe Flood
INDOFLOODS-gauge-361-195,2013-09-04,2013-09-05,583.14,2013-09-04,1,149.21,2013-09-04,219.09,2,1,2,Severe Flood
INDOFLOODS-gauge-361-196,2013-09-07,2013-09-07,582.73,2013-09-07,1,109.82,2013-09-07,109.82,1,1,1,Severe Flood
INDOFLOODS-gauge-361-197,2013-09-09,2013-09-14,583.23,2013-09-10,1,173.89,2013-09-10,740.81,6,2,5,Severe Flood
INDOFLOODS-gauge-361-198,2013-10-21,2013-10-22,582.7,2013-10-21,1,91.13,2013-10-21,163.2,2,1,2,Severe Flood
INDOFLOODS-gauge-361-199,2013-10-24,2013-10-25,582.79,2013-10-25,1,93.53,2013-10-25,164.8,2,2,1,Severe Flood
INDOFLOODS-gauge-361-200,2013-11-05,2013-11-05,582.66,2013-11-05,1,90.44,2013-11-05,90.44,1,1,1,Severe Flood
INDOFLOODS-gauge-361-201,2013-11-25,2013-11-26,582.96,2013-11-25,1,58.01,2013-11-25,106.04,2,1,2,Severe Flood
INDOFLOODS-gauge-361-202,2014-06-04,2014-06-04,582.49,2014-06-04,1,59.66,2014-06-04,59.66,1,1,1,Flood
INDOFLOODS-gauge-361-203,2014-09-24,2014-10-01,583.57,2014-09-25,1,186.7,2014-09-25,859.9,8,2,7,Severe Flood
INDOFLOODS-gauge-361-204,2014-10-06,2014-10-07,582.56,2014-10-06,1,77.08,2014-10-06,143.06,2,1,2,Severe Flood
INDOFLOODS-gauge-361-205,2014-10-10,2014-10-11,582.55,2014-10-10,1,76.82,2014-10-10,130.78,2,1,2,Severe Flood
INDOFLOODS-gauge-361-206,2014-10-20,2014-10-21,582.52,2014-10-20,1,73.47,2014-10-20,145.08,2,1,2,Severe Flood
INDOFLOODS-gauge-361-207,2014-10-25,2014-10-28,582.83,2014-10-28,1,100.5,2014-10-28,309.2,4,4,1,Severe Flood
INDOFLOODS-gauge-361-208,2014-12-12,2014-12-12,582.45,2014-12-12,1,49.22,2014-12-12,49.22,1,1,1,Flood
INDOFLOODS-gauge-361-209,2014-12-16,2014-12-16,582.85,2014-12-16,1,65.35,2014-12-16,65.35,1,1,1,Severe Flood
INDOFLOODS-gauge-361-210,2015-05-20,2015-05-20,582.7,2015-05-20,1,86.36,2015-05-20,86.36,1,1,1,Severe Flood
INDOFLOODS-gauge-361-211,2015-09-08,2015-09-08,582.67,2015-09-08,1,73.67,2015-09-08,73.67,1,1,1,Severe Flood
INDOFLOODS-gauge-361-212,2015-10-06,2015-10-07,583.75,2015-10-06,1,222.35,2015-10-06,320.78,2,1,2,Severe Flood
INDOFLOODS-gauge-361-213,2015-10-13,2015-10-14,583.02,2015-10-13,1,142.03,2015-10-13,218.73,2,1,2,Severe Flood
INDOFLOODS-gauge-361-214,2015-11-02,2015-11-07,585.22,2015-11-05,1,449.2,2015-11-05,1191.05,6,4,3,Severe Flood
INDOFLOODS-gauge-361-215,2015-11-11,2015-11-12,582.93,2015-11-11,1,110.9,2015-11-11,152.65,2,1,2,Severe Flood
INDOFLOODS-gauge-361-216,2017-10-06,2017-10-08,583.16,2017-10-06,1,137.66,2017-10-06,330.58,3,1,3,Severe Flood
INDOFLOODS-gauge-361-217,2017-10-12,2017-10-12,582.45,2017-10-12,1,58.15,2017-10-12,58.15,1,1,1,Flood
INDOFLOODS-gauge-361-218,2017-10-16,2017-10-18,582.75,2017-10-16,1,93.83,2017-10-16,182.23,3,1,3,Severe Flood
INDOFLOODS-gauge-361-219,2017-11-25,2017-12-02,583.11,2017-11-25,8,68.73,2017-11-25,549.84,8,1,8,Severe Flood
INDOFLOODS-gauge-363-1,1990-08-16,1990-08-16,400.33,1990-08-16,1,2800.0,1990-08-16,2800.0,1,1,1,Severe Flood
INDOFLOODS-gauge-363-2,1998-09-22,1998-09-22,397.45,1998-09-22,1,1668.0,1998-09-22,1668.0,1,1,1,Flood
INDOFLOODS-gauge-363-3,1998-10-14,1998-10-16,398.27,1998-10-15,1,2215.0,1998-10-15,6302.0,3,2,2,Severe Flood
INDOFLOODS-gauge-363-4,2008-08-10,2008-08-10,397.45,2008-08-10,1,1498.65,2008-08-10,1498.65,1,1,1,Flood
INDOFLOODS-gauge-363-5,2009-08-26,2009-08-26,397.25,2009-08-26,1,1166.04,2009-08-26,1166.04,1,1,1,Flood
INDOFLOODS-gauge-363-6,2009-09-03,2009-09-03,397.5,2009-09-03,1,1253.75,2009-09-03,1253.75,1,1,1,Flood
INDOFLOODS-gauge-363-7,2009-10-01,2009-10-01,397.13,2009-10-01,1,1151.05,2009-10-01,1151.05,1,1,1,Flood
INDOFLOODS-gauge-363-8,2009-10-03,2009-10-03,397.38,2009-10-03,1,1218.75,2009-10-03,1218.75,1,1,1,Flood
INDOFLOODS-gauge-363-9,2010-08-26,2010-08-26,397.58,2010-08-26,1,1268.79,2010-08-26,1268.79,1,1,1,Flood
INDOFLOODS-gauge-363-10,2010-09-18,2010-09-18,397.44,2010-09-18,1,1207.46,2010-09-18,1207.46,1,1,1,Flood
INDOFLOODS-gauge-363-11,2011-07-31,2011-07-31,397.2,2011-07-31,1,1500.0,2011-07-31,1500.0,1,1,1,Flood
INDOFLOODS-gauge-363-12,2013-09-20,2013-09-20,397.4,2013-09-20,1,1187.59,2013-09-20,1187.59,1,1,1,Flood
INDOFLOODS-gauge-363-13,2014-09-01,2014-09-01,397.72,2014-09-01,1,1319.76,2014-09-01,1319.76,1,1,1,Flood
INDOFLOODS-gauge-363-14,2016-07-21,2016-07-21,397.66,2016-07-21,1,1383.61,2016-07-21,1383.61,1,1,1,Flood
INDOFLOODS-gauge-363-15,2016-09-15,2016-09-15,397.4,2016-09-15,1,1304.93,2016-09-15,1304.93,1,1,1,Flood
INDOFLOODS-gauge-363-16,2016-09-23,2016-09-25,400.65,2016-09-24,2,2611.2,2016-09-24,7192.5,3,2,2,Severe Flood
INDOFLOODS-gauge-364-1,1971-06-23,1971-06-25,9.11,1971-06-24,1,4558.4,1971-06-24,10243.6,3,2,2,Severe Flood
INDOFLOODS-gauge-364-2,1971-06-27,1971-06-27,7.26,1971-06-27,1,2590.0,1971-06-27,2590.0,1,1,1,Flood
INDOFLOODS-gauge-364-3,1971-06-29,1971-06-29,7.17,1971-06-29,1,2530.0,1971-06-29,2530.0,1,1,1,Flood
INDOFLOODS-gauge-364-4,1971-07-20,1971-07-23,8.78,1971-07-22,1,3556.0,1971-07-22,13208.9,4,3,2,Flood
INDOFLOODS-gauge-364-5,1971-07-25,1971-07-25,7.17,1971-07-25,1,2476.8,1971-07-25,2476.8,1,1,1,Flood
INDOFLOODS-gauge-364-6,1971-07-28,1971-07-30,8.73,1971-07-29,1,3814.0,1971-07-29,9674.9,3,2,2,Flood
INDOFLOODS-gauge-364-7,1971-08-11,1971-08-11,7.63,1971-08-11,1,3000.1,1971-08-11,3000.1,1,1,1,Flood
INDOFLOODS-gauge-364-8,1972-06-29,1972-07-01,7.97,1972-06-29,1,3320.0,1972-06-29,9063.8,3,1,3,Flood
INDOFLOODS-gauge-364-9,1972-07-03,1972-07-04,7.65,1972-07-04,1,3065.0,1972-07-04,5765.0,2,2,1,Flood
INDOFLOODS-gauge-364-10,1972-07-07,1972-07-09,8.45,1972-07-08,1,3678.6,1972-07-08,8939.9,3,2,2,Flood
INDOFLOODS-gauge-364-11,1972-08-20,1972-08-20,7.75,1972-08-20,1,3020.0,1972-08-20,3020.0,1,1,1,Flood
INDOFLOODS-gauge-364-12,1973-06-17,1973-06-17,7.08,1973-06-17,1,2460.0,1973-06-17,2460.0,1,1,1,Flood
INDOFLOODS-gauge-364-13,1973-07-06,1973-07-10,8.04,1973-07-07,1,3998.1,1973-07-07,18174.9,5,2,4,Flood
INDOFLOODS-gauge-364-14,1973-08-16,1973-08-17,7.55,1973-08-17,1,2992.2,1973-08-17,5640.9,2,2,1,Flood
INDOFLOODS-gauge-364-15,1974-07-05,1974-07-06,8.55,1974-07-05,1,3724.5,1974-07-05,7262.5,2,1,2,Flood
INDOFLOODS-gauge-364-16,1974-07-25,1974-07-27,12.65,1974-07-26,1,9832.0,1974-07-26,19658.1,3,2,2,Severe Flood
INDOFLOODS-gauge-364-17,1974-07-31,1974-08-01,8.68,1974-07-31,1,3885.6,1974-07-31,6095.1,2,1,2,Flood
INDOFLOODS-gauge-364-18,1974-08-03,1974-08-03,7.26,1974-08-03,1,2365.2,1974-08-03,2365.2,1,1,1,Flood
INDOFLOODS-gauge-364-19,1974-08-10,1974-08-12,8.38,1974-08-10,1,3499.3,1974-08-10,8456.4,3,1,3,Flood
INDOFLOODS-gauge-364-20,1974-08-16,1974-08-16,7.28,1974-08-16,1,2480.3,1974-08-16,2480.3,1,1,1,Flood
INDOFLOODS-gauge-364-21,1975-06-21,1975-06-24,9.75,1975-06-21,1,5216.0,1975-06-21,13902.1,4,1,4,Severe Flood
INDOFLOODS-gauge-364-22,1975-06-30,1975-06-30,7.27,1975-06-30,1,2047.0,1975-06-30,2047.0,1,1,1,Flood
INDOFLOODS-gauge-364-23,1975-07-11,1975-07-13,9.03,1975-07-11,1,3390.6,1975-07-11,8426.8,3,1,3,Severe Flood
INDOFLOODS-gauge-364-24,1975-08-12,1975-08-17,9.7,1975-08-12,1,5231.5,1975-08-12,20624.3,6,1,6,Severe Flood
INDOFLOODS-gauge-364-25,1975-09-26,1975-09-26,7.02,1975-09-26,1,2227.4,1975-09-26,2227.4,1,1,1,Flood
INDOFLOODS-gauge-364-26,1976-07-24,1976-07-24,8.55,1976-07-24,1,3370.0,1976-07-24,3370.0,1,1,1,Flood
INDOFLOODS-gauge-364-27,1976-07-30,1976-08-01,7.3,1976-08-01,1,2404.8,1976-08-01,6968.0,3,3,1,Flood
INDOFLOODS-gauge-364-28,1976-08-04,1976-08-04,7.86,1976-08-04,1,2979.5,1976-08-04,2979.5,1,1,1,Flood
INDOFLOODS-gauge-364-29,1977-07-05,1977-07-06,7.55,1977-07-05,1,2733.8,1977-07-05,5110.5,2,1,2,Flood
INDOFLOODS-gauge-364-30,1977-07-21,1977-07-27,9.81,1977-07-24,1,4541.7,1977-07-24,22895.8,7,4,4,Severe Flood
INDOFLOODS-gauge-364-31,1977-09-04,1977-09-04,7.03,1977-09-04,1,2180.0,1977-09-04,2180.0,1,1,1,Flood
INDOFLOODS-gauge-364-32,1978-06-16,1978-06-17,7.56,1978-06-16,1,2341.6,1978-06-16,4509.6,2,1,2,Flood
INDOFLOODS-gauge-364-33,1978-06-24,1978-06-25,8.16,1978-06-25,1,2960.0,1978-06-25,5664.0,2,2,1,Flood
INDOFLOODS-gauge-364-34,1978-07-09,1978-07-14,8.9,1978-07-14,1,3806.2,1978-07-14,15235.1,6,6,1,Flood
INDOFLOODS-gauge-364-35,1978-07-25,1978-07-28,10.35,1978-07-25,1,5414.9,1978-07-25,18013.3,4,1,4,Severe Flood
INDOFLOODS-gauge-364-36,1978-07-30,1978-08-02,9.74,1978-07-31,1,4469.8,1978-07-31,12172.2,4,2,3,Severe Flood
INDOFLOODS-gauge-364-37,1978-08-10,1978-08-10,7.04,1978-08-10,1,2339.0,1978-08-10,2339.0,1,1,1,Flood
INDOFLOODS-gauge-364-38,1978-08-16,1978-08-17,7.57,1978-08-17,1,2780.1,1978-08-17,5002.6,2,2,1,Flood
INDOFLOODS-gauge-364-39,1978-08-20,1978-08-21,9.0,1978-08-20,1,4205.1,1978-08-20,6539.5,2,1,2,Severe Flood
INDOFLOODS-gauge-364-40,1978-08-25,1978-08-25,7.52,1978-08-25,1,2808.2,1978-08-25,2808.2,1,1,1,Flood
INDOFLOODS-gauge-364-41,1978-08-28,1978-08-29,7.91,1978-08-28,1,2956.7,1978-08-28,5320.7,2,1,2,Flood
INDOFLOODS-gauge-364-42,1979-07-31,1979-08-07,10.01,1979-08-02,1,5211.9,1979-08-02,26624.2,8,3,6,Severe Flood
INDOFLOODS-gauge-364-43,1979-08-10,1979-08-10,7.57,1979-08-10,1,2365.1,1979-08-10,2365.1,1,1,1,Flood
INDOFLOODS-gauge-364-44,1980-06-21,1980-06-22,8.82,1980-06-21,1,4122.0,1980-06-21,6412.0,2,1,2,Flood
INDOFLOODS-gauge-364-45,1980-06-27,1980-06-27,7.11,1980-06-27,1,2440.3,1980-06-27,2440.3,1,1,1,Flood
INDOFLOODS-gauge-364-46,1980-06-30,1980-07-05,11.2,1980-07-02,1,6601.4,1980-07-02,24669.8,6,3,4,Severe Flood
INDOFLOODS-gauge-364-47,1980-07-08,1980-07-10,9.54,1980-07-09,1,3629.7,1980-07-09,10205.3,3,2,2,Severe Flood
